mgn_1_Delta,cash,shortfall,Port_Value,High_Water,climb,Drawdown,Gain_Rqd
-9678125,7336380.33,-2341744.67,6903868.83,6958779,-54910.169999999925,-0.789077652846856,0.7953536104480019
